year,name,sumrelig,pop,religions,relpop
1985,DRV,59606850,59872000,bahgen,247500
1990,DRV,65096320,66233000,bahgen,275000
1995,DRV,71825964,73793000,bahgen,314328
2000,DRV,79752388,79832000,bahgen,250000
2005,DRV,83048194,83106000,bahgen,330000
2010,DRV,87891885,87918024,bahgen,325000
1955,RVN,12047400,12420000,bahgen,0
1960,RVN,15494200,16100000,bahgen,0
1965,RVN,15636400,16120000,bahgen,0
1970,RVN,17780100,18330000,bahgen,0
1960,MAL,9780869,9786000,bahgen,25464
1965,MAL,9207462,9210000,bahgen,32163
1970,MAL,10340628,10390000,bahgen,40625
1975,MAL,11911657,11926000,bahgen,51312
1980,MAL,13674975,13764000,bahgen,62000
1985,MAL,15548552,15681000,bahgen,70000
1990,MAL,17657942,17764000,bahgen,78000
1995,MAL,20513275,20689000,bahgen,0
2000,MAL,22146076,22244000,bahgen,0
2005,MAL,25455451,25800000,bahgen,0
2010,MAL,28268358,28300000,bahgen,0
1965,SIN,1802334,1887000,bahgen,613
1970,SIN,2064802,2075000,bahgen,701
1975,SIN,2244380,2263000,bahgen,800
1980,SIN,2277757,2282000,bahgen,900
1985,SIN,2456306,2483000,bahgen,2650
1990,SIN,3009064,3016000,bahgen,4400
1995,SIN,3454911,3468000,bahgen,5334
2000,SIN,4011355,4018000,bahgen,5000
2005,SIN,4558142,4565000,bahgen,5500
2010,SIN,5104933,5112000,bahgen,6000
1985,BRU,217476,218000,bahgen,636
1990,BRU,252990,253000,bahgen,750
1995,BRU,295034,296000,bahgen,883
2000,BRU,326350,328000,bahgen,0
2005,BRU,376467,380000,bahgen,0
2010,BRU,411120,412115,bahgen,0
1950,PHI,20274108,20275000,bahgen,22100
1955,PHI,23567298,23568000,bahgen,34000
1960,PHI,27068829,27088000,bahgen,45900
1965,PHI,31754415,31881000,bahgen,57800
1970,PHI,36679457,36684000,bahgen,69700
1975,PHI,41740832,42071000,bahgen,90350
1980,PHI,48035366,48317000,bahgen,115000
1985,PHI,54530068,54668000,bahgen,142500
1990,PHI,61269808,61480000,bahgen,120000
1995,PHI,69711752,70267000,bahgen,197051
2000,PHI,76474433,76510000,bahgen,100000
2005,PHI,83940981,84241000,bahgen,0
2010,PHI,91875083,92097978,bahgen,157000
1950,INS,79329734,79538000,bahgen,1591
1955,INS,86192739,86552000,bahgen,3857
1960,INS,95783600,96194000,bahgen,6124
1965,INS,105524072,105708000,bahgen,8390
1970,INS,117787554,117877000,bahgen,10656
1975,INS,130070871,130504000,bahgen,12828
1990,INS,179472885,179483008,bahgen,22000
1995,INS,197362754,197841504,bahgen,19500
2000,INS,215252626,216200000,bahgen,17000
2005,INS,227278556,227300000,bahgen,19100
2010,INS,239610214,239960000,bahgen,21200
2005,ETM,990866,992000,bahgen,0
2010,ETM,1126108,1127779,bahgen,0
1945,AUL,7376031,7392000,bahgen,333
1950,AUL,8175796,8179000,bahgen,998
1955,AUL,9197512,9200000,bahgen,2984
1960,AUL,10270476,10275000,bahgen,4971
1965,AUL,11383711,11388000,bahgen,6957
1970,AUL,12496918,12507000,bahgen,8943
1975,AUL,13889071,13893000,bahgen,10121
1980,AUL,14668033,14695000,bahgen,11300
1985,AUL,15739622,15788000,bahgen,18200
1990,AUL,16990300,17065000,bahgen,25100
1995,AUL,18056511,18072000,bahgen,20425
2000,AUL,18803187,18886000,bahgen,15751
2005,AUL,20326985,20395000,bahgen,16500
2010,AUL,21301157,21400000,bahgen,15000
1975,PNG,2688500,2696000,bahgen,14272
1980,PNG,2950800,2978000,bahgen,17900
1985,PNG,3325285,3337000,bahgen,22450
1990,PNG,3695000,3698000,bahgen,27000
1995,PNG,4073847,4074000,bahgen,34362
2000,PNG,4792220,4807000,bahgen,24000
2005,PNG,6099186,6118000,bahgen,30545
2010,PNG,6862622,6886887,bahgen,34384
1945,NEW,1716616,1728000,bahgen,244
1950,NEW,1906482,1908000,bahgen,500
1955,NEW,2135994,2136000,bahgen,1023
1960,NEW,2351774,2372000,bahgen,1546
1965,NEW,2615193,2628000,bahgen,2069
1970,NEW,2808896,2811000,bahgen,2592
1975,NEW,3071503,3083000,bahgen,2896
1980,NEW,3105019,3113000,bahgen,3200
1985,NEW,3245920,3247000,bahgen,3050
1990,NEW,3349260,3362000,bahgen,2900
1995,NEW,3530376,3542000,bahgen,4655
2000,NEW,3773653,3862000,bahgen,6500
2005,NEW,4132252,4134000,bahgen,7112
2010,NEW,4365644,4367490,bahgen,7514
1985,VAN,135293,136000,bahgen,4178
1990,VAN,142180,144000,bahgen,3600
1995,VAN,161734,165000,bahgen,3101
2000,VAN,182974,190000,bahgen,3000
2005,VAN,208470,219000,bahgen,10950
2010,VAN,236623,241400,bahgen,12070
1980,SOL,226892,227000,bahgen,800
1985,SOL,269621,270000,bahgen,1125
1990,SOL,319600,320000,bahgen,1450
1995,SOL,377740,378000,bahgen,2061
2000,SOL,436880,444000,bahgen,2500
2005,SOL,478364,490000,bahgen,2737
2010,SOL,518054,536533,bahgen,3200
2000,KIR,100983,101000,bahgen,2500
2005,KIR,90884,92000,bahgen,1840
2010,KIR,101983,103000,bahgen,2060
2000,TUV,10980,11000,bahgen,330
2005,TUV,9960,10000,bahgen,100
2010,TUV,9996,10067,bahgen,152
1970,FIJ,519766,520000,bahgen,998
1975,FIJ,568977,569000,bahgen,1399
1980,FIJ,633900,634000,bahgen,1800
1985,FIJ,695070,697000,bahgen,3300
1990,FIJ,730910,731000,bahgen,4800
1995,FIJ,790978,796000,bahgen,3490
2000,FIJ,797168,817000,bahgen,2200
2005,FIJ,788161,825000,bahgen,2100
2010,FIJ,858973,859318,bahgen,2200
2000,TON,93405,110000,bahgen,3685
2005,TON,95297,112400,bahgen,3641
2010,TON,103146,104817,bahgen,3711
2000,NAU,12870,13000,bahgen,0
2005,NAU,13000,13000,bahgen,0
2010,NAU,9638,9937,bahgen,0
1995,MSI,56000,56000,bahgen,1680
2000,MSI,63970,64000,bahgen,5120
2005,MSI,53995,54000,bahgen,1458
2010,MSI,54471,54566,bahgen,1600
1995,PAL,16950,17000,bahgen,170
2000,PAL,18737,19000,bahgen,134
2005,PAL,21755,22000,bahgen,150
2010,PAL,21349,21370,bahgen,100
1995,FSM,104622,105000,bahgen,833
2000,FSM,113994,119000,bahgen,818
2005,FSM,102048,109000,bahgen,750
2010,FSM,108783,110971,bahgen,800
1980,WSM,155941,156000,bahgen,3300
1985,WSM,156883,157000,bahgen,3200
1990,WSM,163867,164000,bahgen,3100
1995,WSM,164884,165000,bahgen,2048
2000,WSM,177183,180000,bahgen,997
2005,WSM,180093,183000,bahgen,964
2010,WSM,183990,188861,bahgen,1001
1945,USA,139382062,139928000,taogen,0
1950,USA,151652986,152271008,taogen,0
1955,USA,162728815,165931000,taogen,0
1960,USA,179294703,180671000,taogen,0
1965,USA,194049012,194631000,taogen,0
1970,USA,200695751,200706000,taogen,0
1975,USA,215701628,215943000,taogen,0
1980,USA,225891446,227726000,taogen,89563
1985,USA,238168864,238466000,taogen,0
1990,USA,249744836,249907000,taogen,100408
1995,USA,262064532,262755000,taogen,55771
2000,USA,278248108,278357000,taogen,11134
2005,USA,295720819,295896000,taogen,11134
2010,USA,311953794,312750000,taogen,11768
1945,CAN,10839717,11506655,taogen,0
1950,CAN,12725732,13737000,taogen,0
1955,CAN,14908644,15736000,taogen,0
1960,CAN,17548194,17909000,taogen,0
1965,CAN,19269427,19678000,taogen,0
1970,CAN,19459798,21297000,taogen,0
1975,CAN,22977559,23142000,taogen,30989
1980,CAN,24259120,24516000,taogen,29458
1985,CAN,25833811,25843000,taogen,0
1990,CAN,27685700,27701000,taogen,280000
1995,CAN,29033623,29354000,taogen,141722
2000,CAN,31021879,31147000,taogen,3445
2005,CAN,32202025,32300000,taogen,3572
2010,CAN,34464899,34500000,taogen,3620
1975,BHM,171792,189000,taogen,0
1980,BHM,185640,210000,taogen,0
1985,BHM,193700,232000,taogen,0
1990,BHM,215870,255000,taogen,0
1995,BHM,253645,284000,taogen,0
2000,BHM,307354,307500,taogen,92
2005,BHM,324845,325000,taogen,97
2010,BHM,313159,313312,taogen,93
1945,CUB,8517565,4930000,taogen,0
1950,CUB,9871252,5858000,taogen,0
1955,CUB,10845166,6426000,taogen,0
1960,CUB,11812200,7029000,taogen,0
1965,CUB,12145920,7400000,taogen,0
1970,CUB,14474800,8546000,taogen,0
1975,CUB,14436638,8546000,taogen,4000
1980,CUB,16423980,9724000,taogen,0
1985,CUB,17125520,10098000,taogen,0
1990,CUB,16688470,10624000,taogen,20000
1995,CUB,17437908,10980000,taogen,20400
2000,CUB,17630500,11201000,taogen,0
2005,CUB,14661028,11243000,taogen,21501
2010,CUB,14540477,11241161,taogen,0
1945,HAI,4481500,3090000,taogen,0
1950,HAI,4492500,3097000,taogen,0
1955,HAI,4848500,3500000,taogen,0
1960,HAI,5155000,3804000,taogen,0
1965,HAI,5814381,4143000,taogen,0
1970,HAI,6692055,4520000,taogen,0
1975,HAI,7199236,4920000,taogen,0
1980,HAI,7845000,5353000,taogen,0
1985,HAI,8577500,5865000,taogen,0
1990,HAI,9589942,6486000,taogen,180
1995,HAI,10216822,7180000,taogen,90
2000,HAI,13296925,8222000,taogen,0
2005,HAI,15540200,9410000,taogen,0
2010,HAI,13382736,9760832,taogen,0
1945,DOM,1879020,1980000,taogen,0
1950,DOM,2134278,2240000,taogen,0
1955,DOM,2491211,2554000,taogen,0
1960,DOM,3149465,3231000,taogen,0
1965,DOM,3239450,3350000,taogen,0
1970,DOM,4050389,4062000,taogen,0
1975,DOM,4565714,4697000,taogen,0
1980,DOM,5555175,5697000,taogen,0
1985,DOM,6123120,6416000,taogen,0
1990,DOM,6839494,7106114,taogen,5000
1995,DOM,6892000,7170000,taogen,0
2000,DOM,8189006,8261536,taogen,6580
2005,DOM,9149266,9183984,taogen,7315
2010,DOM,9857180,9956648,taogen,0
1960,JAM,1602437,1613148,taogen,0
1965,JAM,1517685,1718031,taogen,0
1970,JAM,1639371,1810000,taogen,1000
1975,JAM,1734239,1810000,taogen,700
1980,JAM,1805188,1810000,taogen,0
1985,JAM,2251210,2311000,taogen,0
1990,JAM,2356755,2415000,taogen,6200
1995,JAM,2409423,2415000,taogen,6636
2000,JAM,2462096,2583000,taogen,7073
2005,JAM,2513313,2650000,taogen,3536
2010,JAM,2564536,2868630,taogen,0
1960,TRI,837957,900000,taogen,0
1965,TRI,888127,996844,taogen,2000
1970,TRI,938299,971000,taogen,4000
1975,TRI,1072929,1176000,taogen,2000
1980,TRI,1076400,1082000,taogen,0
1985,TRI,1177820,1178000,taogen,0
1990,TRI,1181785,1215000,taogen,5000
1995,TRI,1214758,1260000,taogen,5039
2000,TRI,1247735,1295000,taogen,5078
2005,TRI,1220223,1294000,taogen,2539
2010,TRI,1210710,1305000,taogen,0
1970,BAR,207034,239000,taogen,0
1975,BAR,200377,239000,taogen,0
1980,BAR,191751,249000,taogen,0
1985,BAR,191790,253000,taogen,0
1990,BAR,195807,257000,taogen,0
1995,BAR,245858,264000,taogen,0
2000,BAR,247272,270000,taogen,0
2005,BAR,247940,273000,taogen,0
2010,BAR,248590,288705,taogen,0
1980,DMA,73940,74000,taogen,0
1985,DMA,74000,75000,taogen,0
1990,DMA,69710,72000,taogen,0
1995,DMA,70305,71000,taogen,0
2000,DMA,66337,71000,taogen,0
2005,DMA,68907,72386,taogen,0
2010,DMA,71540,73000,taogen,0
1975,GRN,89950,107800,taogen,0
1980,GRN,92890,109000,taogen,0
1985,GRN,77000,91000,taogen,0
1990,GRN,75257,91000,taogen,0
1995,GRN,80005,91000,taogen,0
2000,GRN,83836,88000,taogen,0
2005,GRN,102677,103000,taogen,0
2010,GRN,100486,108419,taogen,0
1980,SLU,123425,124000,taogen,0
1985,SLU,135000,137000,taogen,0
1990,SLU,132757,133000,taogen,0
1995,SLU,139828,145000,taogen,0
2000,SLU,147132,154000,taogen,0
2005,SLU,154322,165000,taogen,0
2010,SLU,161515,164000,taogen,0
1980,SVG,90093,98000,taogen,0
1985,SVG,92000,102000,taogen,0
1990,SVG,100623,106000,taogen,0
1995,SVG,105135,111000,taogen,0
2000,SVG,111822,114000,taogen,0
2005,SVG,103941,104000,taogen,0
2010,SVG,96063,104000,taogen,0
1980,AAB,55750,63000,taogen,0
1985,AAB,52750,64000,taogen,0
1990,AAB,52446,59355,taogen,0
1995,AAB,57877,61609,taogen,0
2000,AAB,63311,63863,taogen,0
2005,AAB,73930,83000,taogen,0
2010,AAB,84552,86900,taogen,0
1985,SKN,42060,44000,taogen,0
1990,SKN,37580,40500,taogen,0
1995,SKN,40453,43412,taogen,0
2000,SKN,43327,46325,taogen,0
2005,SKN,46986,48000,taogen,0
2010,SKN,50647,50700,taogen,0
1945,MEX,20913774,22230000,taogen,0
1950,MEX,25677183,27376000,taogen,0
1955,MEX,25676574,27376000,taogen,0
1960,MEX,34564713,36322000,taogen,0
1965,MEX,36878500,38500000,taogen,0
1970,MEX,50069846,50596000,taogen,3000
1975,MEX,67011110,67580000,taogen,3800
1980,MEX,67273680,67570000,taogen,0
1985,MEX,73773800,75465000,taogen,0
1990,MEX,83168300,83226000,taogen,0
1995,MEX,90408173,90487000,taogen,5043
2000,MEX,98353047,98881000,taogen,10086
2005,MEX,103924008,103947000,taogen,10635
2010,MEX,111998869,112336538,taogen,0
1980,BLZ,136590,150000,taogen,0
1985,BLZ,146500,166000,taogen,0
1990,BLZ,182200,189000,taogen,0
1995,BLZ,207902,216000,taogen,0
2000,BLZ,214832,241000,taogen,0
2005,BLZ,244229,292000,taogen,0
2010,BLZ,273631,304106,taogen,0
1945,GUA,2317000,2440000,taogen,0
1950,GUA,2781963,2969000,taogen,0
1955,GUA,3065206,3258000,taogen,0
1960,GUA,3807000,3964000,taogen,0
1965,GUA,4306560,4568000,taogen,0
1970,GUA,4927273,5246000,taogen,1000
1975,GUA,5540186,6023000,taogen,900
1980,GUA,6154100,6917000,taogen,800
1985,GUA,7336275,7963000,taogen,1950
1990,GUA,8621700,9197000,taogen,3100
1995,GUA,9608213,9976000,taogen,0
2000,GUA,11371710,11385000,taogen,3684
2005,GUA,12615290,12701000,taogen,4000
2010,GUA,13775089,13824463,taogen,0
1945,HON,1197574,1260000,taogen,0
1950,HON,1400000,1445000,taogen,0
1955,HON,1614700,1665000,taogen,0
1960,HON,1889000,1943000,taogen,0
1965,HON,1994293,2029955,taogen,0
1970,HON,2526380,2639000,taogen,500
1975,HON,3018954,3093000,taogen,500
1980,HON,3518900,3691000,taogen,300
1985,HON,4310000,4372000,taogen,0
1990,HON,5061340,5105000,taogen,400
1995,HON,5745670,5953000,taogen,200
2000,HON,6430000,6530000,taogen,0
2005,HON,7076769,7107000,taogen,482
2010,HON,7922811,8002039,taogen,0
1945,SAL,1565906,1740000,taogen,0
1950,SAL,1693000,1859000,taogen,0
1955,SAL,1946500,2135000,taogen,0
1960,SAL,2400000,2578000,taogen,0
1965,SAL,2730140,2820000,taogen,0
1970,SAL,3480338,3534000,taogen,300
1975,SAL,3513907,3534000,taogen,300
1980,SAL,4457610,4508000,taogen,0
1985,SAL,4836480,4856000,taogen,0
1990,SAL,4974630,5031000,taogen,700
1995,SAL,5609788,5662000,taogen,741
2000,SAL,6245990,6276000,taogen,783
2005,SAL,6390944,6397000,taogen,0
2010,SAL,7040517,7212288,taogen,0
1945,NIC,912867,923000,taogen,0
1950,NIC,1052000,1052000,taogen,0
1955,NIC,1213000,1245000,taogen,0
1960,NIC,1374000,1411000,taogen,0
1965,NIC,1504181,1541000,taogen,0
1970,NIC,1929863,2053000,taogen,1000
1975,NIC,2302681,2408000,taogen,900
1980,NIC,2675500,2771000,taogen,800
1985,NIC,3253800,3272000,taogen,0
1990,NIC,3796730,3871000,taogen,1700
1995,NIC,4482839,4539000,taogen,1991
2000,NIC,5169353,5174000,taogen,2283
2005,NIC,5399725,5450000,taogen,0
2010,NIC,5768109,5821815,taogen,0
1945,COS,680000,700000,taogen,0
1950,COS,773000,800000,taogen,0
1955,COS,985500,1028000,taogen,0
1960,COS,1198000,1254000,taogen,0
1965,COS,1236000,1272677,taogen,0
1970,COS,1675466,1727000,taogen,5000
1975,COS,1958948,1968000,taogen,5300
1980,COS,2244930,2245000,taogen,5600
1985,COS,2521600,2642000,taogen,0
1990,COS,2777800,2805000,taogen,0
1995,COS,3265878,3333000,taogen,0
2000,COS,4003205,4023000,taogen,0
2005,COS,4240940,4266000,taogen,0
2010,COS,4412549,4450000,taogen,0
1945,PAN,700400,703000,taogen,0
1950,PAN,787000,795000,taogen,0
1955,PAN,936540,946000,taogen,0
1960,PAN,1113440,1126000,taogen,0
1965,PAN,1301880,1303000,taogen,0
1970,PAN,1496322,1506000,taogen,0
1975,PAN,1606770,1723000,taogen,0
1980,PAN,1942829,1950000,taogen,1166
1985,PAN,2063280,2167000,taogen,0
1990,PAN,2396081,2398000,taogen,1200
1995,PAN,2567136,2631000,taogen,0
2000,PAN,2805273,2856000,taogen,0
2005,PAN,3210250,3228000,taogen,0
2010,PAN,4231601,4255000,taogen,0
1945,COL,9293000,10270000,taogen,0
1950,COL,10487280,11334000,taogen,0
1955,COL,12711215,13172000,taogen,0
1960,COL,15028785,15416000,taogen,0
1965,COL,17546120,17996000,taogen,0
1970,COL,20460679,20527000,taogen,0
1975,COL,22773920,23502000,taogen,0
1980,COL,25274750,25892000,taogen,0
1985,COL,28723950,29481000,taogen,0
1990,COL,31637750,32300000,taogen,0
1995,COL,34563407,35099000,taogen,0
2000,COL,41022675,42321000,taogen,0
2005,COL,42712376,42889000,taogen,0
2010,COL,46104347,46295000,taogen,0
1945,VEN,3810000,4270000,taogen,0
1950,VEN,4566000,4962000,taogen,0
1955,VEN,5762283,6098000,taogen,0
1960,VEN,6955000,7502000,taogen,0
1965,VEN,8131460,8722000,taogen,0
1970,VEN,9914402,10399000,taogen,0
1975,VEN,11830212,12434000,taogen,0
1980,VEN,13746023,13913000,taogen,0
1985,VEN,16649719,17317000,taogen,0
1990,VEN,18720120,19325000,taogen,0
1995,VEN,20231080,20712000,taogen,0
2000,VEN,24125245,24170000,taogen,0
2005,VEN,26456582,26577000,taogen,0
2010,VEN,28787923,28834000,taogen,0
1970,GUY,702064,709000,taogen,0
1975,GUY,755465,781000,taogen,0
1980,GUY,751100,759000,taogen,0
1985,GUY,784000,793000,taogen,0
1990,GUY,719460,720000,taogen,0
1995,GUY,727613,735000,taogen,0
2000,GUY,738016,750000,taogen,0
2005,GUY,751598,758000,taogen,0
2010,GUY,764647,767501,taogen,0
1975,SUR,358899,364000,taogen,0
1980,SUR,328800,355000,taogen,0
1985,SUR,361000,384000,taogen,0
1990,SUR,401831,402000,taogen,0
1995,SUR,407675,409000,taogen,0
2000,SUR,416562,417000,taogen,0
2005,SUR,491640,499000,taogen,0
2010,SUR,565990,566000,taogen,0
1945,ECU,2502000,2780000,taogen,0
1950,ECU,2903000,3225000,taogen,0
1955,ECU,3554658,3862000,taogen,0
1960,ECU,4106886,4439000,taogen,0
1965,ECU,4854560,5144000,taogen,0
1970,ECU,5917727,5970000,taogen,0
1975,ECU,6464010,6907000,taogen,0
1980,ECU,7704507,7961000,taogen,0
1985,ECU,9002200,9330000,taogen,0
1990,ECU,9930700,10264000,taogen,0
1995,ECU,8978500,9330000,taogen,0
2000,ECU,12460077,12646000,taogen,0
2005,ECU,13249755,13250000,taogen,0
2010,ECU,14084784,14209151,taogen,0
1945,PER,6857825,7290000,taogen,0
1950,PER,7868000,7969000,taogen,0
1955,PER,8295818,8790000,taogen,0
1960,PER,9761000,9931000,taogen,0
1965,PER,11021650,11467000,taogen,0
1970,PER,13119007,13193000,taogen,0
1975,PER,14659450,15161000,taogen,0
1980,PER,17223802,17324000,taogen,0
1985,PER,19165080,19492000,taogen,0
1990,PER,21546800,21569000,taogen,0
1995,PER,23484119,23532000,taogen,0
2000,PER,24062963,25662000,taogen,0
2005,PER,27635971,27811000,taogen,0
2010,PER,28834986,29402646,taogen,0
1945,BRA,46132220,46215000,taogen,0
1950,BRA,49426237,51944000,taogen,0
1955,BRA,55951241,60640000,taogen,0
1960,BRA,71104720,72594000,taogen,0
1965,BRA,81022623,84292000,taogen,0
1970,BRA,95270013,95847000,taogen,0
1975,BRA,107894993,108032000,taogen,0
1980,BRA,118521504,118563000,taogen,0
1985,BRA,129071456,131978000,taogen,0
1990,BRA,139254083,144724000,taogen,0
1995,BRA,153067317,155822000,taogen,0
2000,BRA,163770436,170115000,taogen,0
2005,BRA,176658254,183383000,taogen,0
2010,BRA,189546075,190755800,taogen,0
1945,BOL,2558000,2850000,taogen,0
1950,BOL,2604980,2714000,taogen,0
1955,BOL,3093159,3100000,taogen,0
1960,BOL,3166695,3351000,taogen,0
1965,BOL,3541860,3748000,taogen,0
1970,BOL,4114102,4212000,taogen,0
1975,BOL,4750010,4759000,taogen,0
1980,BOL,5328300,5355000,taogen,0
1985,BOL,5792700,5895000,taogen,0
1990,BOL,6550820,6573000,taogen,0
1995,BOL,7380880,7414000,taogen,0
2000,BOL,8058211,8329000,taogen,0
2005,BOL,9362167,9427000,taogen,0
2010,BOL,10301001,10312315,taogen,0
1945,PAR,1121187,1250000,taogen,0
1950,PAR,1260070,1371000,taogen,0
1955,PAR,1539791,1687000,taogen,0
1960,PAR,1739655,1842000,taogen,0
1965,PAR,1939520,2081000,taogen,0
1970,PAR,2279691,2350000,taogen,0
1975,PAR,2627145,2659000,taogen,0
1980,PAR,3067900,3114000,taogen,0
1985,PAR,3459000,3609000,taogen,0
1990,PAR,4207446,4219000,taogen,0
1995,PAR,4624128,4828000,taogen,0
2000,PAR,5493781,5496000,taogen,0
2005,PAR,5606204,5899000,taogen,0
2010,PAR,6389510,6455292,taogen,0
1945,CHL,5148592,5540000,taogen,0
1950,CHL,5654000,6091000,taogen,0
1955,CHL,6368676,6743000,taogen,0
1960,CHL,7478800,7614000,taogen,0
1965,CHL,8040827,8579000,taogen,0
1970,CHL,9375831,9504000,taogen,0
1975,CHL,10029200,10350000,taogen,0
1980,CHL,11021192,11145000,taogen,0
1985,CHL,11392242,12122000,taogen,0
1990,CHL,12821650,13100000,taogen,0
1995,CHL,13585000,14210000,taogen,0
2000,CHL,14820202,15211000,taogen,0
2005,CHL,15741211,16267000,taogen,0
2010,CHL,16792414,17077416,taogen,0
1945,ARG,15399926,15400000,taogen,0
1950,ARG,16698713,17150000,taogen,0
1955,ARG,18155042,19961000,taogen,0
1960,ARG,20023840,20616000,taogen,0
1965,ARG,21936446,22283000,taogen,0
1970,ARG,23849053,23963000,taogen,0
1975,ARG,25696370,26049000,taogen,0
1980,ARG,27103077,28094000,taogen,0
1985,ARG,28897918,30305000,taogen,0
1990,ARG,30841626,32527000,taogen,0
1995,ARG,33551920,34768000,taogen,0
2000,ARG,35615068,37032000,taogen,0
2005,ARG,38326116,38592000,taogen,0
2010,ARG,40179460,40399992,taogen,0
1945,URU,1496200,2080000,taogen,0
1950,URU,1622520,2196000,taogen,0
1955,URU,1804660,2367000,taogen,0
1960,URU,1986800,2538000,taogen,0
1965,URU,1986810,2693000,taogen,0
1970,URU,2228090,2808000,taogen,0
1975,URU,2290800,2829000,taogen,0
1980,URU,2353515,2914000,taogen,0
1985,URU,2735520,3008000,taogen,0
1990,URU,2733360,3094000,taogen,0
1995,URU,2350200,3149000,taogen,0
2000,URU,3150389,3337000,taogen,0
2005,URU,3288841,3306000,taogen,0
2010,URU,3339251,3356679,taogen,0
1945,UKG,49181812,49182000,taogen,0
1950,UKG,50601526,50616000,taogen,0
1955,UKG,51100845,51199000,taogen,0
1960,UKG,52280166,52372000,taogen,0
1965,UKG,54319484,54350000,taogen,0
1970,UKG,55558802,55632000,taogen,0
1975,UKG,55940304,56226000,taogen,0
1980,UKG,55921812,56330000,taogen,0
1985,UKG,56315448,56685000,taogen,0
1990,UKG,57155031,57561000,taogen,0
1995,UKG,58559509,58606000,taogen,0
2000,UKG,58654589,58830000,taogen,0
2005,UKG,59771300,60238000,taogen,2072
2010,UKG,60025215,62206876,taogen,4144
1945,IRE,2944589,2950000,taogen,0
1950,IRE,2968822,2969000,taogen,0
1955,IRE,2908905,2921000,taogen,0
1960,IRE,2830806,2832000,taogen,0
1965,IRE,2863577,2876000,taogen,0
1970,IRE,2924931,2978248,taogen,0
1975,IRE,3145476,3177000,taogen,0
1980,IRE,3366024,3401000,taogen,0
1985,IRE,3380074,3443405,taogen,0
1990,IRE,3411127,3525719,taogen,0
1995,IRE,3597446,3601000,taogen,0
2000,IRE,3693394,3730000,taogen,0
2005,IRE,4078594,4131000,taogen,0
2010,IRE,4450132,4462987,taogen,0
1955,NTH,10748189,10751000,taogen,0
1960,NTH,11459519,11480000,taogen,0
1965,NTH,12120903,12292000,taogen,0
1970,NTH,12599765,13032000,taogen,0
1975,NTH,13168690,13653000,taogen,0
1980,NTH,13744817,14144000,taogen,0
1985,NTH,14403519,14484000,taogen,0
1990,NTH,14951481,14952000,taogen,0
1995,NTH,15383539,15459000,taogen,0
2000,NTH,15760179,15786000,taogen,0
2005,NTH,15978582,16320000,taogen,0
2010,NTH,16599530,16612522,taogen,0
1945,BEL,8214127,8344000,taogen,0
1950,BEL,8638969,8639000,taogen,0
1955,BEL,8867972,8868000,taogen,0
1960,BEL,9152937,9153000,taogen,0
1965,BEL,9463787,9464000,taogen,0
1970,BEL,9653406,9656000,taogen,0
1975,BEL,9605044,9795000,taogen,0
1980,BEL,9556684,9847000,taogen,0
1985,BEL,9833839,9858000,taogen,0
1990,BEL,9956200,9967000,taogen,0
1995,BEL,10102127,10137000,taogen,0
2000,BEL,9843765,10161000,taogen,0
2005,BEL,10427350,10473000,taogen,0
2010,BEL,10231879,10876395,taogen,0
1945,LUX,281311,283000,taogen,0
